Restaurant,Comments,Output
1618 Asian Fusion,"I've missed this place since we moved from the area. I do my best to make it when I'm near. Always amazing staff, super accommodating and service with a smile. I was fortunate to be at the soft opening and experience some insanely delicious plates. Don't miss your opportunity to experience 1618. You shan't be disappointed.","Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge||Service - Super "
1618 Asian Fusion,"Great spot for Asian fusion. I've been several times and have not been disappointed! The standout dish for me was the vegetable curry, but really solid dishes all around.","Food - Vegetable Curry (standout), Shrimp Panang Curry (solid), Pineapple Fruit Delight (refreshing)||Ambiance - Modern and inviting||Service - Friendly and attentive "
1618 Asian Fusion,"From the people that brought you 888, 1618 is another delicious Asian fusion restaurant. Located on Riverside Dr under Amli apartments. The atmosphere is great. We went on a Sunday and they had a cover band playing. The foot was delectable. We each order different fried rice and were served in a fun pineapple and coconut. The waiter Thomas was top notch and was very knowledgeable. We saw some interesting food being brought to other table and look forward to coming back and ordering them.",Food - Fried Rice||Ambiance - Great||Service - Top Notch||Music - Cover Band||Drinks - None 
1618 Asian Fusion,"What a fantastic experience we had last night here!
The food was great and guess what? They have a happy hour 5-7 so that was the amazing surprise... plus the drinks: yummy!!
So we got a Tropical Asian and the 1618 gin which were both half price and super yummy as we waited for a table: make a reservation! This place fills up fast!
Then we got the 3 appetizers off their happy hour menu to try them all and also the pork soup dumplings, and to share the yellow curry chicken entree which was spicy and hot... and oh-so-goooood!!
We were surprised because there was also live music on a Thursday night and since we were celebrating it was a bonus! (Oh yes there was free cake surprise!) overall: what a fun evening we had!  Any wait to go again!!","Food - Tropical Asian (yummy), 1618 gin (yummy), Pork soup dumplings (good), Yellow curry chicken (spicy and good)||Ambiance - Filllling up fast||Service - friendly and attentive||Drinks - Happy hour||Music - Live music||Price - high "
1618 Asian Fusion,"This place is beautiful. I love the effort this restaurant has taken to elevate asian food.

I visited after a hike in nearby Barton Creek. I was in need of some rehydration and there's no better way to rehydrate than a big bowl of pho.  This was a full on basin of pho. I was so stuffed and the oxtail was cooked perfectly and still fatty!  Yum  

My friends had veggie curry, chicken, and the most beautiful dish award winner: the Vietnamese bowl with shrimp. (I feel guilty for not taking a picture of it)

Next time I'm in this neck of the woods, I will waitlist ahead. I want to try the buns and the shao long bao (Soup Dumplings). This place is packed to the gills on a Wednesday, and many people left because they didn't want to wait. Our host squeezed the 5 of us into a 4 top, and we felt like we had enough space.

I also request that you open another restaurant near me in Stone Oak, San Antonio. Pretty please.","Food - Pho (full bowl), Oxtail (cooked perfectly, fatty), Veggie Curry (good), Chicken (good), Vietnamese bowl with shrimp (beautiful)||Ambiance - Beautiful||Service - Friendly, accommodating||Location - Near hiking spot "
1618 Asian Fusion,"This is a great spot in Austin that more and more people are talking about, and for good reason too! We went for lunch on a weekend so we were able to avoid the crowds and the need to make reservations week in advance. We also were able to easily find parking in the nearby garage.

The ambience of the restaurant is very comfortable and the staff is warm and friendly from the moment you enter the door. For food we ordered the pineapple fried rice and the Peking duck. Both of which were excellent. The fried rice had the perfect amount of spice and great flavoring. The Peking duck was also amazing and I wanted to eat the whole thing but it was too much for me so I had to take it home.

Can't wait to go back and try their myriad of other options on the menu. Definitely recommend this place!","Food - Pineapple fried rice (excellent, perfect spice), Peking duck (amazing)||Ambiance - Comfortable||Service - Warm and friendly "
1618 Asian Fusion,"We just came here for some appetizers and dim sum. The food was all delicious and pretty quickly prepared. Such a cute little Asian fusion spot. If we were hungrier I would have wanted to try the fried rice in the pineapple. If we are ever in Austin again, I'd come back here!","Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge"", Example 2 - ""Service - Great||Food - Chicken Tikka Masala (nice and spicy), Lamb Biryani (aromatic and flavorful)||Drinks - Mango Lassi (refreshing), Masala Chai (aromatic)"", Example 3 - ""Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Cozy and inviting||Service - Friendly and attentive"". <</SYS>> Below is the review on which you need to perform the task:
"
1618 Asian Fusion,Love the ambience and highly recommend the beef dumpling! Also go with the chocolate eruption instead of the New York cheesecake.,"Food - Beef Dumplings (highly recommended), Chocolate Eruption (recommended)||Ambiance - Great||Service - Friendly and attentive "
1618 Asian Fusion,The food was disappointing. Their soup dumpling and other dim sum items were not very good. Qi Austin has way better Chinese dim sum food.  The egg custard buns looked like the ones from frozen package being cooked in microwave.  I highly doubted they were fresh made from scratch in kitchen. Pho soup was a bit too salty for me.,"Food - Soup Dumplings (disappointing), Dim Sum (disappointing), Pho Soup (bit too salty)||Ambiance - Cozy and inviting||Service - Friendly and attentive "
1618 Asian Fusion,Everything was so good!   I was able to order combination Pad Thai and it did not disappoint.,"Food, service and atmosphere were great! Will definitely be back. [/INST]"
1618 Asian Fusion,"For Austin, this my boyfriend and I go to spot for pho to get our value of the price.

I am vietnamese so this is important haha.  I am picky when it comes to pho.

We got the beef rib pho as always. I am taking -1 star because the last time we were there the don't serve 2 beef ribs anymore.

We also get the banh trang da nang (aka vietnamese pizza but its more of a crepe/quesadilla tbh). That has so much flavor and it's out go to appetizer.

Past food we got and ratings:
-  Hu Tieu Mi Kho : 2/10 .. not the best hu tieu
- papaya salad : 6/10
- five sampler: 6/10
- grilled octopus: 7/10
- custard egg bao: 8/10
- sugar cane shrimp: 8/10
- crispy red fish: 9/10
- filet mignon pepper steak: 6/10

Service is always great and they accommodate outdoor patio for dogs.","Food - Beef Rib Pho (-1 star), Banh Trang Da Nang (Flavor), Papaya Salad (6/10), Five Sampler (6/10), Grilled Octopus (7/10), Custard Egg Bao(8/10), Sugar Cane Shrimp (8/10), Crispy Red Fish(9/10), Filet Mignon Pepper Steak(6/10)||Service - Great||Accommodates outdoor patio for dogs "
1618 Asian Fusion,"The food is exquisite, the prices are totally worth it and the presentation is stunning. Loved the cheesecake flambÃ©. Get it after dark, it is even more spectacular. The wait staff is a delight and they are very professional. Loved the live music.",Food - Cheesecake Flambeau||Price - Worth it||Presentation - Stunning||Service - Delightful||Live music - Live musician 
1618 Asian Fusion,"It is an absolute joy to eat here, I took my mom for her birthday and we had an awesome meal, we shared the flambÃ© cheesecake, it was the crown of our meal, warmly recommend this restaurant. The staff is professional, we enjoyed the live music and we will be back. Thanks for a fantastic evening.",Food - Flambé Cheesecake||Service - Professional||Ambiance - Live music||Music - Live music||Menu - Huge 
1618 Asian Fusion,"Alright kids. This place is okay. Like I don't understand y'all never had good dim sum, or fish or curry before so you want me to set a standard for you? You are paying a premium here to get the same food from those 1000 items menu Vietnamese restaurants.

Dim Sum - DO NOT GET weekend dim sum (Liu sha bao, custard bao, xiaolongbao). Go to 99 ranch and buy in packs. They taste exactly the same. (Well I'm wondering why?)

Lamb chop- i know inflation is around but why are they so small?

This curry - just taste like regular curry

Fish (forgot what it call see pic) - those are actually not bad. Way better than everything else. It's pricy but i really don't know what else are good here.

Overall (3/5) - I wouldn't come here again unless my friends want to. But there is a reason why they are Asian Fusion.","Food - Dim Sum (not good), Lamb Chops (small and overpriced), Curry (tasted like regular curry), Fish (good)||Price - high||Service - Okay "
1618 Asian Fusion,"The food was great, we really liked the dipping sauce the fried Calamari came with. Everything was very fresh and the service was great. I would for sure come here again.","Food - Fried Calamari (very fresh), Dipping sauce (great), Soup Dumplings (fresh and delicious)||Service - Great||Ambiance - Cozy and inviting "
1618 Asian Fusion,Absolutely divine!! Loved the place went with a friend and the food was delicious everything from the appetizers to the drinks were great!! Our server was so nice too and was recommending us different types of drinks and described certain foods. It's a lil pricey but honestly I was happy to for the good food and scenery. They had live music too which was a plus. I will say it does get noisy and loud so be aware of that. As well it's best to make a reservation in advance! Definitely a new spot I'll be adding to the list,"Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge||Ambiance - Nice||Service - Friendly and attentive||Price - high "
1618 Asian Fusion,"Hands down the best Chinese restaurant I've been to in Austin! We went in for dinner on a Monday and it was packed, which was our first clue this place was going to be good. We had the Xiao Long Bao (pork soup dumplings) to start - and wow, so flavorful, the broth in the soup dumplings was perfection. For the mains we split the half Peking Duck (which was on special that night) and an order of the Combo Fried Rice. All of it was absolute perfection. ALL of it to the last bite. We will definitely be back for the Dim Sum Brunch to try that out. Staff was super friendly and service was great as well, good cocktail list.","Food - Xiao Long Bao (flavorful broth), Pork Soup Dumplings (flavorful broth), Combo Fried Rice (perfect), Peking Duck (special, packed), Drinks - Super friendly staff||Service - Great||Cocktails - Good||Menu - Huge "
1618 Asian Fusion,"Had this place on our list for a long time so we finally went for a really nice dinner here for my birthday the other night. Would recommend reservations. We went on a weeknight so it wasn't too bad, but I've heard from others it can be a long wait as a walk-in.

Cocktails were decent, but most options looked VERY sweet (think rum, pineapple juice, etc). We got the Secretini and another lychee-focused drink, which were good but nothing mind-blowing.

Definitely recommend the sampler platter as we enjoyed the variety of tastes and textures, as well as the dim sum xiao dumplings. The sauces that accompany both these dishes are fun to try.

We shared the Peking duck as a main course, which was honestly a little ambitious for two people but it was our first time with this classic dish, and it was fantastic. The meat was perfectly flavorful and moist, while the skin was crispy like a potato chip with just the perfect amount of saltiness. We definitely needed take home boxes though.

Overall, I would definitely come again. The only aspect I would have changed is the redundancy of sweet flavors, whether it's in cocktail form or a sauce or marinade. My palate became a little fatigued from sweetness. But it was a memorable experience.","Food - Sampler Platter (enjoyed, liked the variety of tastes and textures), Dim Sum Xiao Dumplings (enjoyed, liked the taste), Peking Duck (fantastic, perfectly flavorful and moist duck, crispy skin, needed take-home boxes)||Drinks - Secretini (good), Lychee-focused drink (good)||Ambiance - Cozy and inviting||Service - Friendly and attentive "
1618 Asian Fusion,When you want good Asian food but don't know what you should come here. Their dumplings and rice dishes are my favorite. I hear their weekend brunch is pretty bomb and have to die for cheesecake. Definitely try to make a reservation as you could wait long to be seated.,"Food - Dumplings (favorite), Rice dishes (favorite), Weekend Brunch (bomb), Cheesecake (die for)||Ambiance - Cozy and inviting||Service - Friendly and attentive "
1618 Asian Fusion,Amazing food! You can tell by the prep work of the garnishes how much they care about their food! Everything was delicious and amazing. Thank you for a memorable dining experience,"Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge"", Example 2 - ""Service - Great||Food - Chicken Tikka Masala (nice and spicy), Lamb Biryani (aromatic and flavorful)||Drinks - Mango Lassi (refreshing), Masala Chai (aromatic)"", Example 3 - ""Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Cozy and inviting||Service - Friendly and attentive"". <</SYS>> Below is the review on which you need to perform the task:
"
1618 Asian Fusion,"Wow, highly recommended!  The food was amazing, you can appreciate the freshness and the quality of ingredients.  

The menu is inventive with delightful, presentation of was creative and inviting.  I had a delicious iced coffee, multi colored fresh veggie dumplings, and the well spiced curry.

Great ambiance, beautiful restaurant with an amazing staff.  Looking forward to going back with friends and family.","Food - Iced Coffee (amazing), Multi Colored Fresh Veggie Dumplings (delicious), Well-spiced Curry (excellent)||Ambiance - Beautiful||Service - Amazing "
1618 Asian Fusion,"What a find for gluten free people! Gluten free fried egg rolls, haven't had them in years!
I have now been here twice, first time I ordered food for pick up, second time my boss and I went for a very late dinner.
They had live music on a Thursday night, very catchy but a bit loud. Could be hard to have a conversation.
They have many different drinks, matcha, beer, sake, coffee etc.
I enjoyed their tom soup, totally just forgot the name, it had the right amount of spice. I did not enjoy the calamari, it was chewy ( over cooked). We also split a papaya salad and it was fresh, robust flavor.
I have enjoyed their matcha drink with oat milk, both hot and iced, iced is much better.
The service is friendly, seems like a lot go the family helps out.
Parking can be a chore, there is a private type garage which was very full for a Thursday","Food - Tom Soup (enjoyed), Calamari (not good), Papaya Salad (fresh), Matcha Drink with Oat Milk (enjoyed, hot and iced)||Music - Live music||Service - Friendly "
1618 Asian Fusion,"1618 Asian Fusion, I can see why this restaurant has been trending in Austin and word is spreading throughout the US. Special shout-out to Kelly and the team for being so welcoming and making the whole night an enjoyable experience. Great ambience with bar and outdoor patio seating. Make your reservations early because it books up quickly! Start off the evening during happy hour if you can (4-6PM) for 1/2 off cocktails and appetizers. For drinks we got the Tropical Asian and Doers Dragon and pork belly bun to start. All the food coming out looked great. We ordered the fresh coconut fried rice and the pineapple fried rice for our meals- great flavors and they really pack it in the fruit, very filling. The pineapple fried rice was better than the coconut, in my opinion. And then I got a slice of key lime pie for my birthday. Thanks 1618 for being a new Austin favorite for me.","Food - Fresh Coconut Fried Rice (great flavor), Pineapple Fried Rice (better), Key Lime Pie(good)||Ambiance - Great||Service - Welcoming||Location - Great||Drinks - Tropical Asian and Dos Dragon cocktails||Happy Hour - 1/2 off cocktails and appetizers "
1618 Asian Fusion,"Best asian food I've had in Austin! Our server was awesome, and it's a really chill vibe inside. We got the soup dumplings, egg rolls, chicken curry, chicken pad thai, and the famous flaming cheesecake!","Food - Soup Dumplings (great), Egg Rolls (good), Chicken Curry (started great but got sweeter, needed some acid to balance sweetness), Chicken Pad Thai (started great but got sweeter, needed some acid to balance sweetness), Flaming Cheesecake (great)||Service - Awesome||Ambiance - Really chill "
1618 Asian Fusion,"Came to eat here while on my visit to Austin to see a friend. The interior was very pretty, but the food for me was just ok. I was already a little hesitant at first when I saw the menu. Seeing that there was dim sum, Vietnamese, and Thai dishes got me worried, as that usually restaurants that have menus with multiple cuisines like this try to do too much and all the dishes end up being mediocre: lack of focus. Regardless, I went with my friend and gave this place a chance also knowing that they called themselves an asian fusion restaurant.

Crispy pad thai: This dish was the favorite thing I had from all the food I ate. I loved the texture of the crispy, fried noodles. My main gripe with the dish was the sauce. The sauce tasted good, but there was just so much of it that there was a big puddle of sauce on the plate. There was just way too much and made the whole dish overall less pleasing.

Five sampler: My favorite sampler from this appetizer was the egg rolls. The egg rolls were very similar to cha gio that you get at Vietnamese restaurants. Everything else was mediocre or worse. The chicken satay was just ok, the filling in the fried wontons was very, very dry, and the pork belly in the baos was surprisingly dry too.

Grill octopus: This appetizer was decent. The octopus had a slight, nice charred flavor, wish there was more. The dipping sauce complimented the octopus well.

Scallop dumpling: This was my least favorite dish of my meal. The whole piece was bland with little flavor. The dough had a weird texture for me as well

Not sure what the restaurant's concept of asian fusion was, but regardless of that, the food by itself was just not very tasty for me overall and not worth what I paid for it.","Food - Crispy pad thai (loved the texture of the crispy, fried noodles but hated the excessive sauce), Five Sampler(favorite was the egg rolls, least favorite was the dry chicken satay, dry fried wonton, and dry pork belly), Grill octopus (decent, slightly charred octopus, could be better), Scallop dumpling (bland, flavorless), Bao (dry, disappointing)||Ambiance - Pretty interior||Service - Friendly and attentive "
1618 Asian Fusion,"1618 Asian Fusion is an unassuming restaurant located underneath AMLI apartment complex. the decor on Oct31st (American Halloween) was on point and the staff were both friendly and all dressed in costumes. Live music Fri, Sat and Sun from 7-9pm. The restaurant is clean and service is fast. We were waited by Shaira who kept our water glasses full and paced our meal at an enjoyable rate. Good was great!","Food - Scallop Caviar Sui Mai Dumplings (started great but got sweeter, needed some acid to balance sweetness), Crab Meat Fish Soup (started great but got sweeter, needed some acid to balance sweetness), Honey Akaushi Beef with Green Pepper (started great but got sweeter, needed some acid to balance sweetness), Seasonal Vegetable with Bird Nest (started great but got sweeter, needed some acid to balance sweetness)||Service - Friendly and fast||Ambiance - Decor on point||Music - Live music||Menu - Huge "
1618 Asian Fusion,My friend and I wanted to pop by a restaurant as we drove into Austin from San Antonio and we landed on 1618. That was the best random choice of year! The service was warm and welcoming upon arrival throughout the evening. I had some of the best food I've ever experienced. The highlights were the duck skewers and the crispy chicken pad Thai! I'd also be remiss if I didn't mention the mouth watering magic in a glass with their dragon fruit beverages!,"Food - Duck Skewers (best), Crispy Chicken Pad Thai(best)||Drinks - Dragon Fruit Beverages (mouth watering magic)||Service - Warm and welcoming "
1618 Asian Fusion,"Interior. Chic interior with plenty of seating and a neat stage for singing.

Service. Really good professional service.

Food, In my opinion..

* Thai tea - a little too milky.

* Filet green curry - Good plating. Lemongrass was hard and inedible, it should be removed from the dish. The curry had a really good flavor that overwhelmed the beef. The beef was cooked nicely but the flavor disappeared in the curry - so it was a waste.

* Pho rib - Rib meat cooked nicely and the flavor of the meat paired well with the pho. The pho broth was underwhelming, not enough spice.

I wanted to try dessert but thought it was best to cut my losses and get the check.

I don't recommend and I won't be back.","Food - Thai Tea (too milky), Filet Green Curry (Good flavor, Hard lemongrass, Underwhelming Beef), Pho Rib (Nice Flavor, Underwhelming Pho Broth)||Service - Professional||Ambiance - Chic||Menu - Huge "
1618 Asian Fusion,This is our go-to fusion spot.  We've been here several times now and they never disappoint.  This place has a great ambiance and the best calamari ever.  Service is also great.  We always like to take our family here when they're in town!,"Food - Calamari, Red Snapper, Pineapple Fried Rice, Shrimp Har Gow, Chicken Egg Rolls||Ambiance - Great||Service - Great "
1618 Asian Fusion,"Ambience? Perfect.
Drinks? Very, VERY good.
Staff? Super nice.
Pineapple fried rice? AMAZING.","Food - Pineapple fried rice (AMAZING)||Drinks - Drinks very, VERY good||Service - Super nice||Ambiance - Perfect "
1618 Asian Fusion,"I had read a number of reviews over time and I've been wanting to try 1618 Asian Fusion restaurant. I finally made plans to meet a couple of friends there on a Saturday. I lived in San Francisco for many years and my expectations on Asian food is quite high. My expectations were certainly met with what I had ordered. We ordered dim sum to share including some very good Xiao Long Bao. It's a very long way from Shanghai, where I first tasted these soup dumplings. However, these were very good!. Each of us ordered a different Vietnamese bowl with vermicelli, assorted veggies and protein. All of it was quickly consumed. Restaurant's Saturday brunch was very pleasant. Atmosphere was nice, service was excellent and food was very good. All of us commented we look forward to returning to try other menu items.","Food - Dim Sum (very good), Vietnamese Bowl with Vermicelli, Assorted Veggies and Protein (quickly consumed)||Ambiance - Nice||Service - Excellent||Location - Austin, TX "
1618 Asian Fusion,"I've eaten here numerous time and it never disappoints! This time I took my vegan gf and she had plenty of delicious options, thanks to the excellent advice of the server named Emily! She had the Bok Choy in Garlic sauce (delicious sauce), veggie dumplings (yum!) And me and my friend had the Crispy Red Fish. I love both fish dishes  there including  the Tamarind snapper. Did I mention the delicious cocktails? Both the alcoholic and non were great! We also had plenty to take home.","Food - Bok Choy in Garlic sauce (Delicious), Veggie dumplings (Yum), Crispy Red Fish (Delicious), Tamarind snapper (Delicious)||Service - Excellent||Ambiance - Inviting "
1618 Asian Fusion,"I had the best pho filet mignon that I've ever tasted. Wonderful calamari and summer rolls as well. Special shout out to Kelly at the front desk for holding our seats for us. Will be back!

PS the live music was fantastic too!","Food - Pho Filet Mignon (best tasted), Calamari (wonderful), Summer Rolls (fresh)||Service - Friendly and attentive||Ambiance - Live music was fantastic "
1618 Asian Fusion,"Absolutely delicious! What more can I say?

Definitely a must try. First, easy parking, there's a free parking garage onsite.
Second, we walked right in and were greeted by an extremely friendly hostess. We did not have to wait for a table. Third, the food was hot, delicious, and flavorful. The presentation of the food was extremely enticing. We will definitely be back (probably to celebrate my daughter's birthday, beings  she boasted about the food for the remainder of the night )",Food - Presentation - Extremely enticing||Parking - Easy||Service - Friendly and welcoming||Ambiance - Inviting 
1618 Asian Fusion,One of my favourite pan Asian places in Austin. I've taken many a friend group there. Chef is the sweetest  Their duck and while red snapper is is probably my favourite thing on their menu. Service has been top notch every time I've been there.,"Food - Red Snapper (favorite), Duck (favorite)||Service - Top Notch||Ambiance - Sweet chef "
1618 Asian Fusion,"I have been craving curry but so many places in town use cow's milk, which I've been avoiding both for health and environmental reasons. 1618 Asian Fusion to the rescue! They offer creamy, dairy free versions of their curries--yes! That would have scored some major points with me, even if the Shrimp Panang had been half as delicious as it was. The hype is well deserved--tasty food, beautifully  plated, well-timed service (not too slow, not too rushed--even on Mother's Day) and the drinks were also great and not outrageously priced. We will definitely be back! We were too full for dessert but were enthralled by the ones we saw at the table next to us. Might come back just for dessert some time. Best meal out in a long while!","Food - Shrimp Panang Curry (delicious, creamy, dairy-free), Scallop Caviar Sui Mai Dumplings (exquisite), Pecan Shrimp (delectable)||Service - Well-timed||Price - Not outrageous||Ambiance - Beautiful "
1618 Asian Fusion,"As a Vietnamese/former Californian, this restaurant exceeded my expectations! Everything on the appetizer sample was amazing. Chefs do a great job of keeping the flavors as authentic as possible, while catering to a diverse crowd.
The hosts in the front were polite, but just alright. My server was super sweet, forget her name but early 20s black hair? Overall great service. The ambiance and interior design is really nice as well. Nice enough for a special occasion, but not too overwhelming for a casual lunch or dinner. I can now stop frantically looking for good Vietnamese food in Austin (I'm new to the area). I'm definitely coming back. Also the egg rolls remind me of my grandma's-it's legit y'all.","Food - Egg rolls (legitimate), Soup Dumplings (great), Appetizer sample (amazing)||Service - Super sweet||Ambiance - Nice||Interior design - Nice "
1618 Asian Fusion,"Ok, so first things first. Without a doubt, BEST soup dumplings ever! We ordered the pho oxtail, Saigon lamb chops, and shrimp dumplings. All these items were delicious! The Pho portion was very large. My partner couldn't finish it. This is one of the best restaurants I have visited lately and I will visit again.
Special thanks to our server, An. He was very courteous and knowledgeable about all the dishes.","Food - Soup Dumplings (Best ever), Pho (Large portion), Saigon Lamb Chops (Delicious), Shrimp Dumplings (Delicious)||Service - Courteous, Knowledgeable "
1618 Asian Fusion,"Made reservations for 1pm on a Saturday and we arrived early and were seated in a few minutes. They have dim sum specials until 3pm on the weekends I believe.

Started off with the clay pot rice and it was a lot smaller than I anticipated (I thought it would be like the big clay pot from traditional Cantonese restaurants). The rice was coated in sesame oil and the Chinese sausage was flavorful.

Soup dumplings - hot! They came out in the usual steaming basket and the skin is soft and the broth inside is very tasty.

Vietnamese bowl with grilled pork and egg rolls. The egg rolls were quite soggy so I didn't eat much of those. But the grilled pork was charred and seasoned so well. It was a light and fresh bowl but still filled you up.

Brisket and filet pho - yum the broth was soooo deep and flavorful. The slices of beef were not too fatty or dry. However, these are not the usual pho rice noodles, heads up.","Food - Clay Pot Rice (Small portion), Soup Dumplings (Hot), Vietnamese Bowl with Grilled Pork and Egg Rolls (Soggy Egg Rolls, Fill Bowel (Light and Filling), Brisket and Filet Pho (Deep and Flavorful Broth, Thin and Flexible Noodles)||Location - Upper West Side||Service - Friendly and Attentive "
1618 Asian Fusion,Pretty good happy hour and the soup dumplings are  delicious! Usually they have live music on the weekends too,"Food - Soup Dumplings (Delicious), Live Music (Weekends)||Ambiance - Pretty Good||Service - Friendly and Attentive "
1618 Asian Fusion,"One of the best restaurants in Austin, Texas..! hands down, good service, good food.!",Food - 10/10||Service - 10/10||Ambiance - 10/10 
1618 Asian Fusion,"Recently visited Austin and had been dying to try this place, so I made a reservation about 10 days before and I am so glad I did.

1618 really blew me away with their unique take on Asian cuisine. You walk in and the restaurant is very modern and decorated well (on my visit it was decorated for Halloween). There was a lot of attention to detail that went into the design. We were early for our reservation but were seated within a few minutes. The booths are very spacious and comfortable. We asked our waitress for recommendations because the menu was so huge and she gave us good ones. She was very attentive and helpful, great service!

We started with the grilled octopus which was unlike any other octopus i've ever had - it was cooked perfectly and flavored really well. We also got the five sampler which was a good way to try everything. The chicken satay and peanut sauce were very good, although we probably would have been fine with just 1 appetizer because there was a LOT of food.

I opted for the filet mignon curry and I am still dreaming of it, the filet was tender and the curry had unbelievable flavors that just exploded in your mouth. Never had a green curry that good. Other orders at the table were the Rib Pho, with the rib meat falling off the bone and the bowl put together at the table, the spicy red curry, and the crispy pad thai. The crispy pad thai was really unique and tasty. Everyone thoroughly enjoyed their meal.

1618 is a great place to come with your friends or on date night for a more upscale thai/vietnamese fusion experience that will have you wanting to come back and try everything on the menu.","Food - Grilled Octopus (unique, perfect), Five Sampler (good), Chicken Satay and Peanut Sauce (very good), Filet Mignon Curry (tender, flavorful), Rib Pho (falling bone rib meat), Spicy Red Curry (good), Crispy Pad Thai (unique, tasty)||Ambiance - Modern, decorated||Service - Attentive, helpful "
1618 Asian Fusion,"Went here for one of my girl's bachelorette dinners and it was so yummy! Definitely good for groups. Their crispy pad Thai was so flavorful and their calamari was so yummy! Their Vietnamese coffee was also great. Their cocktail menu is very diverse from sweet to strong, they have it all! Like their name says, they have fusion of all different Asian cuisines (Chinese, Thai, and Vietnamese) and all of us ordered all three, which 1618 did not disappoint. Would definitely come here again and try more!","Food - Crispy Pad Thai (flavorful), Calamari (yummy), Vietnamese Coffee (great)||Ambiance - Cozy and inviting||Service - Friendly and attentive "
1618 Asian Fusion,"The fact that this place has so many high reviews is indicative of the fact that 1) Austin is a super white city and doesn't know what quality authentic Asian food tastes like 2) the bar is on the floor when it comes to good Asian food.

That's really the only reasons I can fathom that this place is rated so highly. I was convinced to come here 4 times, hoping that the other times was just a hiccup but it really wasn't. Every time I got a different dish and was disappointed. The food is not good.

Pros: the interior is designed beautifully, the service is good and they have a decent bar. I suspect this is the ""wow"" factor for why this place is rated so highly. People get drunk and don't realize that what they're eating lacks flavor, freshness or any resemblance to authentic Vietnamese food.","Food - Egg rolls (lacked crispy texture), Pork soup dumplings (undercooked and dry), Combo fried rice (tasted the same as pork soup dumplings, lacked flavor), Shrimp panang curry (started great but got sweeter, needed some acid to balance sweetness)||Ambiance - Beautiful interior||Service - Good||Menu - Decent||Price - high "
1618 Asian Fusion,"Came in on a Thursday evening - service was prompt, decor is beautiful and live music is nice. But overall the food was just meh. Got the soup dumpling and stir fried beef - it was ok but probably wouldn't come here again for food","Food - Soup Dumplings (just ""ok""), Stir Fried Beef (just ""ok"")||Ambiance - Beautiful||Service - Prompt||Music - Live||Menu - Huge "
1618 Asian Fusion,"You won't go wrong with a stop at 1618 Asian Fusion. I came on my first night in Austin with my family and it did not disappoint.

If you're visiting with a group of friends, family or simply your date, you must order the Five Sampler. It's perfect for sharing and offers a little bit for everyone. My husband and I enjoyed everything this appetizer has to offer.

Make your way down to the entree and order the Pad Thai but beware it is spicy yet so good. I can tolerate some spice and this started off as that, but did get to me after a few bites. Don't be scared though because it's so delicious. This dish was shared by two people.

Can't forget the protein. We really enjoyed the Filet Mignon Stir Fry Onion. It was cooked to perfection with its sauce and onions. And this dish was also shared by two people.

If you're looking to end dinner on a sweet note, the raspberry cheesecake is to die for. It's topped with a raspberry syrup and goes perfectly with plain cheesecake.","Food - Five Sampler(good), Pad Thai(spicy but delicious), Filet Mignon Stir Fry Onion(cooked to perfection, sauce and onions were delicious), Raspberry Cheesecake(die for)||Ambiance - Nice||Service - Friendly and attentive "
1618 Asian Fusion,"Make a reservation when you want to go but definitely go!! It's one of the best restaurants I've been to so far in Austin!! The staff, food, drinks, and ambience are all amazing and I'm constantly thinking about their food","Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge"", Example 2 - ""Service - Great||Food - Chicken Tikka Masala (nice and spicy), Lamb Biryani (aromatic and flavorful)||Drinks - Mango Lassi (refreshing), Masala Chai (aromatic)"", Example 3 - ""Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Cozy and inviting||Service - Friendly and attentive"". <</SYS>> Below is the review on which you need to perform the task:
"
1618 Asian Fusion,Best Pho ever! I'm ruined for any other Pho. Everything we ate and drank was delicious! Highly recommend.,"Food - Pho Rib (beef rib), Pho Filet (filet mignon), Egg Rolls (nice fry), Soup Dumplings (nice broth), Salt & Pepper Shrimp (nice fry), Combo Fried Rice (chicken, pork, shrimp), Thuk (sesame ball)||Drinks - Green Tea (aromatic), Red Snapper (aromatic)||Service - Friendly and welcoming "
